G Coffee @ USJ 57W,1996-05-26,5
G Coffee @ USJ 57W,1997-09-04,5
G Coffee @ USJ 57W,2000-01-02,5
G Coffee @ USJ 57W,2000-08-24,5
G Coffee @ USJ 57W,2001-10-21,5
G Coffee @ USJ 57W,2002-06-12,5
G Coffee @ USJ 57W,2002-08-01,5
G Coffee @ USJ 57W,2002-12-04,5
G Coffee @ USJ 57W,2004-07-15,5
G Coffee @ USJ 57W,2005-11-23,5
G Coffee @ USJ 57W,2007-12-30,5
G Coffee @ USJ 57W,2008-12-04,5
G Coffee @ USJ 89q,1967-11-04,6
G Coffee @ USJ 89q,1974-07-07,6
G Coffee @ USJ 89q,1990-03-16,6
